X,Y,medFPQ,region,meanTheta
85,31,1.076648,0,-0.176478
44,32,1.414276,NA,-1.670602
45,32,0.664288,0,-2.042403
46,32,0.760393,0,2.423674
47,32,0.988373,0,0.356066
48,32,0.66272,0,-1.733615
49,32,1.060744,0,-2.531643
50,32,0.991744,0,-1.658669
51,32,0.431216,0,1.818119
52,32,0.360993,0,2.136436
53,32,0.729461,0,0.36153
54,32,0.619589,0,-0.378479
55,32,0.619589,0,-0.378479
56,32,0.624761,0,2.364174
57,32,0.535602,0,-0.919068
58,32,0.482302,0,0.250685
59,32,2.266529,NA,0.592767
60,32,0.497588,0,1.890834
61,32,0.222084,0,-0.481271
62,32,2.708446,NA,1.548202
63,32,0.450988,0,-0.148771
64,32,0.261134,0,2.00775
65,32,1.115469,0,1.905354
66,32,0.222299,0,0.001176
67,32,0.30443,0,-1.682461
68,32,0.802701,0,-2.589651
69,32,0.802701,0,-2.589651
70,32,0.586987,0,2.183562
71,32,0.988681,0,1.144369
72,32,0.683708,0,-1.511962
73,32,0.486506,0,-0.600664
74,32,0.218478,0,2.316087
75,32,0.458567,0,0.694688
76,32,2.669032,NA,2.937031
77,32,0.311883,0,0.826111
78,32,0.930129,0,-0.18861
79,32,0.620495,0,0.080335
80,32,0.849129,0,-2.195227
81,32,3.942674,NA,-2.629208
82,32,2.888897,NA,-2.223052
83,32,2.888897,NA,-2.223052
84,32,2.255026,NA,3.060984
85,32,0.348721,0,2.066961
44,33,1.179508,0,2.270292
45,33,0.230051,0,1.524276
46,33,0.374518,0,1.494899
47,33,0.171291,0,2.467492
48,33,0.764801,0,-2.759844
49,33,0.268334,0,0.588834
50,33,0.441657,0,-1.642773
51,33,1.836273,NA,-1.072464
52,33,0.115104,0,2.849302
53,33,1.226496,0,-1.25753
54,33,1.644578,NA,0.485405
55,33,1.644578,NA,0.485405
56,33,0.467663,0,0.676598
57,33,2.598968,NA,0.343195
58,33,0.899091,0,-0.913168
59,33,0.737336,0,-1.452955
60,33,0.276816,0,1.521054
61,33,0.561206,0,0.814924
62,33,0.359075,0,3.114164
63,33,0.648907,0,-1.938634
64,33,0.274043,0,-0.58356
65,33,0.486345,0,-2.689588
66,33,0.557971,0,-2.530606
67,33,1.110273,0,0.048865
68,33,0.413385,0,0.525849
69,33,0.413385,0,0.525849
70,33,0.170449,0,-0.134876
71,33,0.453482,0,2.284827
72,33,0.466872,0,0.748575
73,33,0.755315,0,-2.542734
74,33,0.534648,0,-2.462779
75,33,0.349035,0,-2.64217
76,33,1.282986,0,1.953317
77,33,0.527501,0,-0.716753
78,33,0.727772,0,-2.199949
79,33,0.778082,0,-2.073191
80,33,0.562053,0,2.616354
81,33,0.128432,0,-1.316661
82,33,1.709674,NA,-1.35217
83,33,1.709674,NA,-1.35217
84,33,0.18709,0,1.745463
85,33,0.768601,0,-2.782775
45,34,1.064935,0,2.037934
46,34,0.688572,0,-2.206503
47,34,0.936827,0,2.399795
48,34,1.100048,0,1.556406
49,34,2.451208,NA,-2.11771
50,34,0.073937,0,1.033797
51,34,0.402201,0,0.680558
52,34,0.73962,0,2.541283
53,34,0.733917,0,2.047635
54,34,0.733917,0,2.047635
55,34,1.2129,0,-0.565872
56,34,0.459879,0,-0.152075
57,34,0.790789,0,1.440109
58,34,0.196397,0,0.846977
59,34,0.049423,0,2.274415
60,34,0.081656,0,-1.897234
61,34,0.578044,0,-0.220576
62,34,0.818022,0,0.306554
63,34,1.543941,NA,0.605903
64,34,0.486643,0,-0.290492
65,34,0.328399,0,0.366024
66,34,2.902814,NA,-1.842563
67,34,0.712537,0,-2.249989
68,34,0.469442,0,-1.391768
69,34,0.469442,0,-1.391768
70,34,0.811793,0,1.213525
71,34,0.554071,0,0.253714
72,34,1.076128,0,-0.879054
73,34,0.76215,0,0.02997
74,34,0.439528,0,-0.71839
75,34,0.290134,0,1.078623
76,34,0.290275,0,0.603031
77,34,1.740382,NA,1.46447
78,34,0.802799,0,0.847017
79,34,0.684039,0,-0.550628
80,34,0.20866,0,1.300025
81,34,2.001615,NA,2.558932
82,34,0.545674,0,-1.206848
83,34,0.545674,0,-1.206848
84,34,0.202861,0,1.279574
45,35,0.272448,0,2.305505
46,35,0.529819,0,0.375815
47,35,0.996659,0,0.612668
48,35,0.765546,0,0.618675
49,35,0.336856,0,2.581124
50,35,0.12674,0,1.593819
51,35,0.555565,0,-1.983099
52,35,0.284897,0,2.275314
53,35,1.167322,0,-2.06604
54,35,1.167322,0,-2.06604
55,35,0.168965,0,2.874207
56,35,0.38926,0,1.303416
57,35,1.730616,NA,-3.035498
58,35,0.905169,0,1.461238
59,35,0.600078,0,-2.937584
60,35,0.252532,0,0.22234
61,35,0.435859,0,-1.38523
62,35,0.27502,0,-2.010647
63,35,0.805789,0,-0.656382
64,35,1.440104,NA,0.603635
65,35,0.448164,0,-0.29913
66,35,0.003714,0,0.621577
67,35,1.969553,NA,-0.130389
68,35,0.622369,0,1.196878
69,35,0.622369,0,1.196878
70,35,0.540451,0,1.412535
71,35,0.337435,0,2.334276
72,35,0.543798,0,2.748209
73,35,0.859465,0,-0.117659
74,35,1.452927,NA,0.15813
75,35,1.152886,0,2.193074
76,35,0.742189,0,0.219622
77,35,2.618937,NA,0.074326
78,35,1.836101,NA,2.917598
79,35,2.122967,NA,0.011466
80,35,0.844865,0,0.106621
81,35,0.144568,0,-1.728568
82,35,0.715915,0,0.366074
83,35,0.715915,0,0.366074
84,35,0.874087,0,0.932983
45,36,0.65367,0,2.488464
46,36,0.590882,0,2.174192
47,36,0.229773,0,2.85886
48,36,0.374384,0,1.877362
49,36,0.821192,0,-0.475066
50,36,0.594396,0,0.012728
51,36,1.239687,0,1.555003
52,36,3.108656,NA,2.808654
53,36,0.530769,0,1.704724
54,36,0.530769,0,1.704724
55,36,0.880462,0,1.407319
56,36,0.320556,0,-0.672133
57,36,0.39925,0,-0.580141
58,36,2.119859,NA,0.95027
59,36,0.355078,0,1.285176
60,36,0.262088,0,2.198969
61,36,0.456645,0,-1.518489
62,36,0.549637,0,-0.451717
63,36,0.934542,0,0.14121
64,36,0.200241,0,-0.185482
65,36,0.637249,0,1.54472
66,36,0.741989,0,-1.603545
67,36,0.79624,0,0.207673
68,36,0.407304,0,2.799554
69,36,0.407304,0,2.799554
70,36,0.834278,0,0.727357
71,36,0.702794,0,-2.099531
72,36,0.825567,0,0.110401
73,36,0.387234,0,0.192539
74,36,0.317433,0,2.230444
75,36,0.72627,0,2.842747
76,36,0.42555,0,1.783283
77,36,1.30945,NA,-0.406405
78,36,1.82714,NA,0.579549
79,36,1.43212,NA,-0.757931
80,36,1.569615,NA,0.66559
81,36,0.587542,0,1.022459
82,36,1.193928,0,2.754212
83,36,1.193928,0,2.754212
84,36,0.309775,0,0.764971
45,37,0.65367,0,2.488464
46,37,0.590882,0,2.174192
47,37,0.229773,0,2.85886
48,37,0.374384,0,1.877362
49,37,0.821192,0,-0.475066
50,37,0.594396,0,0.012728
51,37,1.239687,0,1.555003
52,37,3.108656,NA,2.808654
53,37,0.530769,0,1.704724
54,37,0.530769,0,1.704724
55,37,0.880462,0,1.407319
56,37,0.320556,0,-0.672133
57,37,0.39925,0,-0.580141
58,37,2.119859,NA,0.95027
59,37,0.883801,0,0.714771
60,37,0.829369,0,-1.304826
61,37,0.602719,0,1.24459
62,37,0.077543,0,0.25455
63,37,0.578624,0,-2.4883
64,37,0.794099,0,-1.024736
65,37,1.806066,NA,-0.260203
66,37,0.403814,0,0.580514
67,37,1.423839,NA,2.408083
68,37,1.661397,NA,0.89173500000000006
69,37,1.661397,NA,0.89173500000000006
70,37,1.863655,NA,-0.952629
71,37,1.035167,0,1.57525
72,37,0.267663,0,2.410905
73,37,0.426796,0,-1.12682
74,37,0.313707,0,-2.195814
75,37,0.353327,0,-1.094396
76,37,0.847029,0,2.6373
77,37,0.75911,0,-1.598021
78,37,0.707094,0,-1.204302
79,37,0.639251,0,0.54641
80,37,4.184711,2,0.061553
81,37,5.063709,2,0.328698
82,37,2.322307,2,1.507233
83,37,2.322307,2,1.507233
84,37,0.427314,0,0.090557
45,38,0.397142,0,-1.816764
46,38,1.232384,0,2.450439
47,38,1.446886,NA,0.820756
48,38,1.454219,NA,0.352171
49,38,0.316155,0,1.211028
50,38,0.463663,0,1.624669
51,38,0.503993,0,2.752759
52,38,0.174576,0,1.664537
53,38,0.443263,0,2.561092
54,38,0.443263,0,2.561092
55,38,0.629435,0,-0.459172
56,38,1.776308,NA,0.271409
57,38,1.23313,0,-1.793281
58,38,0.499602,0,1.069585
59,38,0.883801,0,0.714771
60,38,0.829369,0,-1.304826
61,38,0.602719,0,1.24459
62,38,0.077543,0,0.25455
63,38,0.578624,0,-2.4883
64,38,0.794099,0,-1.024736
65,38,1.806066,NA,-0.260203
66,38,0.403814,0,0.580514
67,38,1.423839,NA,2.408083
68,38,1.661397,NA,0.89173500000000006
69,38,1.661397,NA,0.89173500000000006
70,38,1.863655,NA,-0.952629
71,38,1.035167,0,1.57525
72,38,0.267663,0,2.410905
73,38,0.426796,0,-1.12682
74,38,0.313707,0,-2.195814
75,38,0.353327,0,-1.094396
76,38,0.847029,0,2.6373
77,38,0.75911,0,-1.598021
78,38,0.707094,0,-1.204302
79,38,0.639251,0,0.54641
80,38,4.184711,2,0.061553
81,38,5.063709,2,0.328698
82,38,2.322307,2,1.507233
83,38,2.322307,2,1.507233
84,38,0.427314,0,0.090557
46,39,0.892469,0,2.367799
47,39,0.163425,0,3.06493
48,39,0.953871,0,1.851623
49,39,1.625266,NA,-2.596682
50,39,0.355443,0,0.867094
51,39,0.252287,0,1.570846
52,39,0.762694,0,-3.008023
53,39,1.924779,NA,-2.538231
54,39,1.924779,NA,-2.538231
55,39,0.996261,0,-2.927745
56,39,1.432816,NA,-1.528077
57,39,0.601619,0,1.064524
58,39,3.075792,NA,-2.550996
59,39,0.657058,0,-2.825791
60,39,0.657058,0,-0.468204
61,39,0.688669,0,0.885532
62,39,0.390914,0,0.09891
63,39,1.312051,NA,-2.288276
64,39,2.794823,1,-0.432943
65,39,2.794823,1,-0.288815
66,39,2.324689,1,-0.139841
67,39,0.805081,0,0.460523
68,39,0.294693,0,0.35729
69,39,0.294693,0,0.35729
70,39,0.431906,0,-2.630804
71,39,0.903389,0,2.489022
72,39,0.91374,0,1.277799
73,39,1.040403,0,-0.119114
74,39,0.726385,0,0.691341
75,39,0.314371,0,-2.605805
76,39,0.21738,0,-2.51969
77,39,0.252674,0,1.383669
78,39,3.589257,NA,2.662192
79,39,0.665284,0,-0.387112
80,39,2.072745,2,-0.432817
81,39,15.539881,2,0.258529
82,39,2.684844,2,0.536066
83,39,2.684844,2,0.536066
46,40,3.189295,NA,1.389375
47,40,0.03706,0,0.98413
48,40,0.725026,0,0.368066
49,40,0.79944,0,-0.199489
50,40,0.822164,0,1.04406
51,40,1.070036,0,-3.033558
52,40,1.051108,0,-2.561142
53,40,1.754041,NA,-2.72752
54,40,1.754041,NA,-2.72752
55,40,0.131488,0,1.60623
56,40,0.738274,0,-0.153363
57,40,1.21337,0,-2.901532
58,40,0.159089,0,1.412369
59,40,0.826529,0,-1.816187
60,40,0.826529,0,-0.214257
61,40,0.460016,0,0.381761
62,40,0.672255,0,0.61174
63,40,0.182468,0,1.93931
64,40,1.472907,NA,0.967554
65,40,1.260111,0,0.149112
66,40,0.489089,0,-0.294781
67,40,2.206685,1,0.189961
68,40,0.24799,0,-0.399352
69,40,0.24799,0,-0.399352
70,40,0.182368,0,0.905028
71,40,1.724584,NA,-0.579934
72,40,1.086816,0,0.144508
73,40,0.200778,0,-2.586796
74,40,1.7636,NA,1.725018
75,40,0.771934,0,2.145221
76,40,1.061063,0,-0.880289
77,40,0.91121,0,-2.771947
78,40,0.779173,0,0.991401
79,40,1.617342,NA,0.359011
80,40,0.635464,0,-2.030764
81,40,7.359066,2,0.380246
82,40,11.151169,2,0.568114
83,40,11.151169,2,0.568114
46,41,0.883678,0,2.03546
47,41,1.810095,NA,1.438045
48,41,2.217998,NA,0.492257
49,41,0.924281,0,-0.857701
50,41,1.137338,0,2.534983
51,41,1.994733,NA,-2.318158
52,41,1.461488,NA,-1.6374
53,41,1.70743,NA,0.181531
54,41,1.70743,NA,0.181531
55,41,0.581268,0,-0.076177
56,41,0.325361,0,-2.810608
57,41,0.741534,0,-2.837358
58,41,0.709196,0,2.851808
59,41,1.564277,NA,-2.199801
60,41,1.564277,NA,0.366722
61,41,0.07772,0,-2.301276
62,41,0.236843,0,1.539802
63,41,0.916254,0,-3.101279
64,41,4.568083,1,0.130237
65,41,0.593485,0,-1.177764
66,41,0.137839,0,2.299872
67,41,5.621469,1,0.251305
68,41,5.621469,1,0.251305
69,41,1.231201,0,2.084618
70,41,1.611572,NA,0.964998
71,41,0.373244,0,0.894197
72,41,1.157211,0,1.52886
73,41,0.541984,0,-1.192152
74,41,0.965868,0,0.79847
75,41,0.60794,0,-2.996937
76,41,0.246975,0,2.376899
77,41,2.050303,NA,-2.08676
78,41,0.385046,0,0.698944
79,41,1.249312,0,-0.14676
80,41,5.584977,2,-0.331863
81,41,1.258229,0,0.793615
82,41,20.82262,2,0.275903
83,41,20.82262,2,0.275903
46,42,0.487402,0,2.00202
47,42,2.189465,NA,2.585095
48,42,1.685431,NA,-3.066325
49,42,1.777521,NA,-2.352458
50,42,0.353105,0,-2.430788
51,42,1.15497,0,1.16663
52,42,0.355327,0,-1.251652
53,42,1.479387,NA,-0.33446
54,42,1.479387,NA,-0.33446
55,42,1.237999,0,-1.659421
56,42,1.447487,NA,2.036617
57,42,1.189014,0,2.930811
58,42,0.045137,0,0.785627
59,42,0.672666,0,0.667803
60,42,0.8135,0,-2.176356
61,42,0.978548,0,0.871977
62,42,0.52572700000000006,0,0.475844
63,42,0.816197,0,2.244477
64,42,2.194538,1,0.369544
65,42,0.301036,0,0.056581
66,42,1.056984,0,0.461247
67,42,2.717667,1,0.50495
68,42,2.717667,1,0.50495
69,42,0.577471,0,-2.209883
70,42,0.441531,0,0.959558
71,42,2.183644,NA,1.291447
72,42,0.388228,0,0.01476
73,42,1.313539,NA,-2.393276
74,42,0.968848,0,-2.274087
75,42,0.968848,0,-2.384121
76,42,1.062198,0,2.021861
77,42,1.372404,NA,1.511486
78,42,0.72759,0,1.150808
79,42,0.880833,0,0.80021
80,42,2.707492,2,0.763783
81,42,13.963652,2,0.673732
82,42,9.876781,2,0.342303
83,42,9.876781,2,0.342303
47,43,0.28571,0,1.004848
48,43,1.871961,NA,1.875274
49,43,1.284424,0,-0.538514
50,43,2.920727,NA,0.113317
51,43,0.503588,0,-1.0290570000000001
52,43,0.692948,0,-3.053819
53,43,1.442834,NA,1.082358
54,43,1.442834,NA,1.082358
55,43,1.358776,NA,2.731785
56,43,2.439035,NA,-2.643574
57,43,0.545454,0,2.93772
58,43,1.238382,0,-0.173263
59,43,0.405077,0,-0.110518
60,43,0.405077,0,-0.852037
61,43,1.152114,0,0.552645
62,43,3.749322,NA,-0.937124
63,43,0.514898,0,1.580605
64,43,3.284715,1,1.085911
65,43,0.962799,0,0.183215
66,43,0.432349,0,0.097146
67,43,8.028172,1,0.158212
68,43,8.028172,1,0.158212
69,43,0.282242,0,2.129312
70,43,0.298491,0,-2.749721
71,43,0.848575,0,-3.041059
72,43,1.414671,NA,0.116789
73,43,0.682196,0,0.247119
74,43,0.54848,0,-0.296881
75,43,0.166834,0,-1.636759
76,43,1.233179,0,0.924381
77,43,0.595732,0,-0.321481
78,43,1.8297620000000001,NA,2.661535
79,43,1.322023,NA,0.694882
80,43,2.694566,2,-0.074265
81,43,1.578074,NA,0.778881
47,44,0.615009,0,1.427474
48,44,0.976539,0,1.300001
49,44,0.768174,0,-1.135288
50,44,0.666724,0,0.499011
51,44,0.45706,0,-0.432507
52,44,1.960636,NA,-2.436766
53,44,1.791162,NA,2.481588
54,44,1.791162,NA,2.481588
55,44,0.455055,0,2.262812
56,44,0.107743,0,1.150337
57,44,0.318208,0,-0.864607
58,44,0.212461,0,-2.599927
59,44,2.848149,NA,1.971929
60,44,0.300165,0,1.074631
61,44,1.680021,NA,1.103276
62,44,1.605436,NA,-0.192287
63,44,1.341002,NA,0.214707
64,44,4.113138,1,0.499209
65,44,2.451113,1,0.38688
66,44,2.472731,1,-1.084817
67,44,0.758741,0,0.957725
68,44,0.758741,0,0.957725
69,44,2.902125,1,-0.700115
70,44,0.44843,0,-2.385382
71,44,0.863867,0,-2.884665
72,44,1.615348,NA,0.878574
73,44,1.53933,NA,1.003067
74,44,0.770855,0,-1.145437
75,44,0.308676,0,-3.13487
76,44,1.336102,NA,-2.635037
77,44,1.362895,NA,-1.00262
78,44,1.865483,NA,2.361945
79,44,0.530246,0,-0.474852
80,44,2.49703,2,0.544782
81,44,1.408707,NA,0.782503
47,45,0.183467,0,2.042178
48,45,1.150183,0,2.072845
49,45,1.316607,NA,-0.263448
50,45,2.65071,NA,1.179176
51,45,1.498363,NA,1.717775
52,45,1.494705,NA,1.454738
53,45,0.136909,0,0.074729
54,45,0.136909,0,0.074729
55,45,0.584531,0,0.144657
56,45,1.1066,0,0.432121
57,45,1.063167,0,-2.114654
58,45,0.484107,0,2.667737
59,45,2.597021,NA,3.048151
60,45,0.626687,0,1.416615
61,45,0.297903,0,-2.015783
62,45,0.166117,0,-0.588594
63,45,2.812219,1,0.173905
64,45,4.083155,1,0.475424
65,45,2.655121,1,1.393628
66,45,0.133378,0,-2.256834
67,45,0.563341,0,2.587713
68,45,0.563341,0,2.587713
69,45,0.722423,0,0.904347
70,45,0.701286,0,2.910644
71,45,1.331526,NA,-0.013191
72,45,0.605382,0,2.389591
73,45,2.104396,NA,2.845022
74,45,0.632223,0,0.106966
75,45,1.109383,0,-3.133509
76,45,1.686761,NA,-2.8815
77,45,4.477493,NA,2.948996
78,45,1.5063550000000001,NA,-2.364239
79,45,1.030556,0,-1.20634
80,45,0.535674,0,0.61176
48,46,1.531283,NA,2.760103
49,46,1.810885,NA,1.375702
50,46,2.117266,NA,0.461175
51,46,0.189066,0,0.685372
52,46,0.404114,0,1.808371
53,46,0.476367,0,0.114606
54,46,0.476367,0,0.114606
55,46,1.531427,NA,-0.230598
56,46,0.320464,0,0.703138
57,46,0.758415,0,-0.441386
58,46,0.978042,0,-2.020872
59,46,0.980604,0,2.19749
60,46,0.980604,0,-0.964907
61,46,0.720765,0,1.18841
62,46,2.121506,1,-1.787025
63,46,1.471659,NA,0.218167
64,46,1.374343,NA,0.482725
65,46,0.785526,0,0.183004
66,46,0.768564,0,3.063988
67,46,2.100113,NA,-1.920383
68,46,2.100113,NA,-1.920383
69,46,0.467767,0,2.289509
70,46,2.090369,NA,-2.275979
71,46,0.423005,0,-1.991624
72,46,1.536167,NA,1.757032
73,46,1.39778,NA,1.377523
74,46,0.092627,0,2.724443
75,46,0.253965,0,1.854666
76,46,0.460703,0,2.311531
77,46,0.963321,0,2.201671
78,46,0.577859,0,-1.410269
79,46,1.202128,0,2.289604
80,46,0.90751,0,1.224001
49,47,1.811044,NA,1.381475
50,47,1.945757,NA,0.875457
51,47,1.763919,NA,1.608302
52,47,1.805922,NA,0.492062
53,47,1.183338,0,0.20716
54,47,1.183338,0,0.20716
55,47,0.787462,0,-2.897805
56,47,0.225527,0,0.706138
57,47,0.82837,0,1.113479
58,47,1.572947,NA,2.390962
59,47,0.5593,0,1.593398
60,47,1.127186,0,-0.195865
61,47,1.033973,0,-1.801814
62,47,0.168611,0,1.44191
63,47,1.160726,0,1.000626
64,47,0.498891,0,-2.144701
65,47,0.66996,0,0.311733
66,47,0.566256,0,0.731125
67,47,0.362385,0,1.425705
68,47,0.362385,0,1.425705
69,47,0.350985,0,2.220088
70,47,1.306229,NA,-0.223753
71,47,0.898713,0,2.490944
72,47,0.55582,0,2.806025
73,47,0.544118,0,1.929725
74,47,0.193199,0,2.185166
75,47,0.771966,0,2.375003
76,47,2.039325,NA,2.98285
77,47,1.205599,0,-3.065384
78,47,1.061359,0,0.867079
50,48,2.897432,NA,2.382677
51,48,2.098334,NA,1.2068
52,48,8.111077,NA,0.684125
53,48,1.537751,NA,0.45063
54,48,1.537751,NA,0.45063
55,48,0.759544,0,0.981786
56,48,0.625227,0,1.344615
57,48,0.715208,0,0.959539
58,48,1.521652,NA,2.969526
59,48,0.387598,0,-1.983855
60,48,0.882665,0,-2.370959
61,48,0.470564,0,2.942864
62,48,1.254627,0,2.968698
63,48,0.488071,0,1.590082
64,48,2.113409,NA,2.4166
65,48,1.578497,NA,-1.546951
66,48,0.235473,0,1.574656
67,48,1.042745,0,2.60243
68,48,1.042745,0,2.60243
69,48,0.853181,0,2.027545
70,48,0.548576,0,-1.745352
71,48,1.790879,NA,1.521772
72,48,0.932007,0,-1.94112
73,48,1.260818,0,0.409789
74,48,0.853322,0,1.42239
75,48,1.538911,NA,-1.488773
76,48,1.092318,0,-0.052367
77,48,3.641175,NA,1.364513
78,48,1.080343,0,1.214866
52,49,1.342601,NA,1.088792
53,49,1.824116,NA,1.100102
54,49,1.824116,NA,1.100102
55,49,1.153895,0,1.51894
56,49,1.088815,0,2.136719
57,49,0.458901,0,1.2185
58,49,0.982274,0,-1.00556
59,49,0.289449,0,3.063114
60,49,2.538292,NA,-0.956449
61,49,0.893642,0,0.258401
62,49,0.985507,0,-0.939794
63,49,1.183461,0,-0.008697
64,49,0.460488,0,-2.990253
65,49,1.729893,NA,1.293446
66,49,0.874319,0,-0.014986
67,49,2.078364,NA,-2.848959
68,49,2.078364,NA,-2.848959
69,49,0.105978,0,-1.39592
70,49,0.911694,0,-0.758526
71,49,0.395931,0,-1.97801
72,49,1.52177,NA,-0.429736
73,49,1.480317,NA,0.019807
74,49,0.444655,0,0.681578
75,49,0.863936,0,0.892097
76,49,0.470996,0,-0.508088
77,49,0.953952,0,2.194858
53,50,1.359312,NA,1.464243
54,50,1.359312,NA,1.464243
55,50,1.128065,0,1.496709
56,50,0.130836,0,1.700594
57,50,0.575152,0,2.659931
58,50,0.029444,0,-1.360775
59,50,1.95145,NA,0.721468
60,50,0.34753,0,1.760668
61,50,0.602035,0,-2.807413
62,50,1.348358,NA,-2.997696
63,50,0.58627,0,-2.38872
64,50,2.691488,NA,-2.564832
65,50,0.69354,0,2.140078
66,50,2.084144,NA,1.15649
67,50,0.474517,0,2.25118
68,50,0.474517,0,2.25118
69,50,1.864638,NA,3.095301
70,50,0.400666,0,-2.340447
71,50,1.23732,0,-1.754235
72,50,0.82525,0,0.038169
73,50,1.564289,NA,0.487177
74,50,2.305741,NA,0.797182
75,50,3.854645,NA,0.620427
76,50,2.226349,NA,0.787331
55,51,1.241416,0,2.044328
56,51,0.997244,0,-0.126401
57,51,0.392499,0,-3.038946
58,51,0.693902,0,2.547588
59,51,0.768865,0,1.361544
60,51,1.198967,0,-1.429317
61,51,1.119286,0,1.875628
62,51,0.099171,0,0.84971
63,51,0.114094,0,-2.302098
64,51,0.838812,0,2.449351
65,51,0.61615,0,1.173132
66,51,1.349905,NA,2.482479
67,51,3.102037,NA,2.961089
68,51,3.102037,NA,2.961089
69,51,0.636928,0,1.844284
70,51,0.882965,0,1.604229
71,51,0.84047,0,-0.037802
72,51,2.959848,NA,0.947535
73,51,1.30602,NA,2.031779
74,51,0.804145,0,0.764873
75,51,1.576959,NA,1.009628
55,52,1.241416,0,2.044328
56,52,0.997244,0,-0.126401
57,52,0.392499,0,-3.038946
58,52,0.693902,0,2.547588
59,52,0.768865,0,1.361544
60,52,1.198967,0,-1.429317
61,52,1.119286,0,1.875628
62,52,0.099171,0,0.84971
63,52,0.114094,0,-2.302098
64,52,0.838812,0,2.449351
65,52,0.61615,0,1.173132
66,52,1.349905,NA,2.482479
67,52,3.102037,NA,2.961089
68,52,3.102037,NA,2.961089
69,52,0.636928,0,1.844284
70,52,0.882965,0,1.604229
71,52,0.84047,0,-0.037802
72,52,1.726337,NA,1.254009
73,52,4.399182,NA,0.82747
55,53,1.661762,NA,1.893983
56,53,0.592129,0,1.316124
57,53,0.992426,0,1.437139
58,53,0.235198,0,1.895657
59,53,1.30944,NA,-1.860473
60,53,0.8365,0,-3.09462
61,53,0.65495,0,-2.749557
62,53,0.588804,0,-2.547452
63,53,0.909069,0,1.421351
64,53,1.336261,NA,3.066458
65,53,1.247736,0,2.539524
66,53,1.569944,NA,2.444311
67,53,0.271747,0,-2.568138
68,53,0.271747,0,-2.568138
69,53,1.238638,0,2.841329
70,53,0.504147,0,-2.464965
71,53,1.437152,NA,-2.177151
72,53,1.726337,NA,1.254009
73,53,4.399182,NA,0.82747
56,54,2.288075,NA,2.239481
57,54,2.856696,NA,1.824784
58,54,1.044405,0,2.229281
59,54,0.849679,0,0.974547
60,54,1.185649,0,-2.52493
61,54,4.324835,NA,-2.84287
62,54,2.008225,NA,-2.581315
63,54,0.780748,0,-2.256021
64,54,2.316184,NA,0.498936
65,54,1.782583,NA,0.889688
66,54,0.118585,0,-2.296413
67,54,2.633018,NA,-2.009879
68,54,2.633018,NA,-2.009879
69,54,0.822585,0,-1.097213
70,54,1.21396,0,1.986575
71,54,1.97672,NA,1.081756
72,54,0.528899,0,1.474739
73,54,0.531102,0,2.571246
58,55,0.831974,0,2.256804
59,55,0.338861,0,1.820057
60,55,1.812598,NA,2.971563
61,55,1.299086,0,1.337064
62,55,1.177111,0,-2.627064
63,55,0.45505,0,0.677434
64,55,1.300755,NA,1.113063
65,55,2.309795,NA,3.060698
66,55,0.381528,0,-0.936703
67,55,0.441169,0,1.884597
68,55,0.441169,0,1.884597
69,55,1.210724,0,2.093157
70,55,0.802884,0,-2.938357
71,55,1.132994,0,2.587498
72,55,1.039705,0,2.537778
61,56,1.904968,NA,2.160092
62,56,1.460572,NA,1.037729
63,56,1.123521,0,2.626141
64,56,0.843222,0,-2.843685
65,56,0.480425,0,2.672734
66,56,1.578025,NA,3.089676
67,56,0.970267,0,1.982581
68,56,0.970267,0,1.982581
69,56,1.74954,NA,2.55004
63,57,1.213645,0,3.125008
65,57,0.985011,0,1.638692
66,57,1.843714,NA,2.238707
